날짜,사건,추가 정보,기간
2001/01/20,조지 W. 부시 미국대통령,"2000년 대통령 선거에 공화당 소속으로 출마, 당선되어 2001년부터 제43대 대통령으로 재직했으며, 2004년 선거에서 다시 당선되어, 2009년 1월 20일까지 재임하였다. 그는 네오콘으로 집권기간 중 테러와의 전쟁을 선포해 이라크 전쟁등의 전쟁을 일으키고, 미국발 세계금융위기의 책임으로 수없는 비판을 받기도 했다. 1989년 ~ 1993년 제41대 대통령으로 재직한 조지 H. W. 부시의 장남으로, 미국 역사상 두 번째로 전직 대통령의 아들로 재선 대통령의 자리에 오른 영광을 누리게 된 인물이기도 하다.",2001/01/20 ~ 2009/01/20
2001/06/15,상하이 협력 기구 설립,"상하이 협력 기구(Shanghai Cooperation Organization)는 유라시아의 정치, 문화, 안전 보장에 관한 국제 기구이다. 상하이 협력 기구가 북대서양 조약 기구(NATO)를 견제하기 위해 만들어졌다고 보는 시각도 있다.",0
2001/09/11,9.11 테러,"9·11 테러(September 11 attacks)는 2001년 9월 11일 항공기 납치 동시 다발 자살테러로 오전 8시 45분부터 오전10시 30분 사이(한국시각 9월 12일 오후 9시 45분~ 오후 11시 30분)에 뉴욕 세계무역센터건물이 붕괴된 사건을 말한다.(* 부속건물 추가 붕괴는 미국 시각 오후 5시 20분) 이로 인해 미국 뉴욕의 110층짜리 세계무역센터(WTC) 쌍둥이 빌딩이 무너지고, 워싱턴 D.C의 국방부 펜타곤이 공격을 받은 대참사를 말한다.",0
2001/10/07,"미국,아프가니스탄 침공","아프가니스탄 전쟁(War in Afghanistan)은 2001년 미국의 아프가니스탄 침공 이후 발생한 전쟁이다. 미국은 초기에 캐나다와 영국의 지지를 받았고, 이후 모든 NATO 회원국을 포함한 40개국 지지를 받았다. 이 전쟁의 일반적 목표는 알카에다를 해체하고, 탈레반 정권을 축출해 아프가니스탄에서 알카에다의 안전한 작전 기지를 제거하는 것이었다. 아프가니스탄 전쟁은 미국 역사상 가장 긴 전쟁으로 분류한다.",0
2001/12/11,중국 WTO 가입,"중국은 1986년 WTO의 전신인 GATT체제 하에서 가입을 신청한 후 15년 만에, 지난 2001년 9월13일 멕시코와의 협상타결을 끝으로 37개국과의 양자협상을 완료하고, 2001년9월17일 WTO 가입의정서 작업을 마무리함으로써 지난 11월 10일 카타르 도하(DOHA)에서 개최된 WTO 제4차 각료회의에서 중국WTO 가입이 승인되었으며, 중국 전국민대표대회의 비준을 거쳐, 2001년12월11일에 정식으로 회원국으로 등록되었다.",0
2003/02/25,노무현 정부,제16대대통령선거에서 승리해 2003년 2월 취임한 노무현 대통령과 여당인 열린우리당 정부.,2003/02/25 ~ 2008/02/25
2003/03/15,후진타오 중국 주석,"후진타오(중국어 간체: 胡锦涛, 정체: 胡錦濤, 병음: Hú Jǐntāo, 호금도, 1942년 12월 21일 ~ )는 중국공산당 중앙위원회 총서기이자 중화인민공화국의 주석이다. 칭화 대학에서 기계공학을 공부했으며, 문화 대혁명 기간 동안 일체의 정치 활동을 하지 않아 혁명의 광풍에 휘말리지는 않았다. 대학교 졸업 이후 수력발전소에서 노동자로 근무를 시작하여 기술자, 정치인을 거쳐 중국최고 권력자가 되게 된다.",2003/03/15 ~ 2013/03/14
2003/03/20,"미국, 이라크 침공","2001년 9월 11일 미국대폭발테러사건(9·11테러사건)이 일어난 뒤 2002년 1월 미국은 북한·이라크·이란을 '악의 축'으로 규정하였다. 그 후 이라크의 대량살상무기(WMD)를 제거함으로써 자국민 보호와 세계평화에 이바지한다는 대외명분을 내세워 동맹국인 영국·오스트레일리아와 함께 2003년 3월 17일 48시간의 최후통첩을 보낸 뒤, 3월 20일 오전 5시 30분 바그다드 남동부 등에 미사일 폭격을 가함으로써 전쟁을 개시하였다.",0
2004/12/26,남아시아 대지진,2004년 12월 26일 인도네시아 수마트라섬 서부 해안의 해저 40㎞ 지점에서 발생해 30만 명 이상의 목숨을 앗아간 초대형 해저지진.,0
2007/01/09,"애플,아이폰 발표","아이폰(iPhone)은 2007년 1월 9일, 애플이 발표한 스마트폰 시리즈이다. 미국 샌프란시스코에서 열린 맥월드 2007에서 애플의 창업자 스티브 잡스가 발표했다.",0
2007/04,2008년 금융 위기,2007년 금융 위기는 2007년 미국 금융시장에서 비롯된 일련의 금융 위기 사태를 통틀어 가리킨다. 2008년 9월에 정점에 다다랐다. 상황에 따라 2008년 금융 위기라고 하기도 한다.,2007/04 ~ 2009/12
2007/10/02,2007년 남북정상회담,"2007년 남북정상회담은 2007년 10월 2일부터 10월 4일까지 평양에서 대한민국의 대통령 노무현과 조선민주주의인민공화국의 국방위원장 김정일 간에 진행된 정상 회담으로, 2000년 남북 정상 회담에 이어 두 번째 남북 정상 회담이다. 이 회담의 결과로 남북 양측은 '남북관계 발전과 평화번영을 위한 선언'을 발표했다.",0
2008/02/25,이명박 정부,2007년 12월 19일에 치른 제17대 대통령선거에서 승리하여 2008년 2월 25일 취임한 이명박 대통령과 여당인 한나라당이 이끄는 정부.,2008/02/25 ~ 2013/02/25
2009/01/20,오바마 미국대통령,"오바마, 제44대 미국 대통령으로 취임.",2009/01/20 ~ 2017/01/20
2010/12/17,아랍의 봄,"아랍의 봄(Arab Spring)은 전례가 없는 시위 운동 및 혁명의 물결로, 2010년 12월 이래 중동과 북아프리카에서 일어난 반정부 시위들이다. 알제리, 바레인, 이집트, 이란, 요르단, 리비아, 모로코, 튀니지, 예멘 등 중동과 북아프리카 일부 지역 모두 대규모 반정부 시위가 일어났으며, 이라크, 쿠웨이트, 모리타니, 오만, 사우디아라비아, 소말리아, 수단, 시리아에서도 규모가 작은 반정부 시위가 발생하였다.",2010/12/17 ~ 2012/12
2011/03/11,동東일본 대지진,도호쿠 지방 태평양 해역 지진은 일본 미야기 현 센다이 동쪽 179km 해역에서 일본 표준시로 2011년 3월 11일 14시 46분 경 발생한 모멘트 규모 9.0의 초대형 지진이다.,0
2011/03/11,후쿠시마 원전사고,"후쿠시마 제1원자력 발전소 사고(Fukushima Daiichi nuclear disaster) 또는 후쿠시마 원전 사고(福島 原發 事故)는 2011년 3월 11일, 도호쿠 지방 태평양 앞바다 지진과 그로 인한 쓰나미로 인해 3월 12일에 후쿠시마 제1원자력 발전소의 냉각 시스템이 고장나기 시작하면서 발생한 원자력 사고이다. 2011년 4월 12일, 일본 경제산업성 산하 원자력안전보안원은 후쿠시마 원전 사고의 등급을 국제 원자력 사고 등급의 최고 단계인 7등급으로 상향해 동급인 체르노빌 원자력 발전소 사고와 비교되고 있다.",0
2011/12/17,김정일 사망,"2011년 12월 17일 8시 30분에 희천발전소 현지 지도 방문을 위해 탑승한 열차에서 과로로 인한 급성 심근경색과 심장 쇼크로 사망하였다. 사망 사실은 2일 동안 극비에 부쳐졌으며, 12월 19일 정오에 조선중앙방송을 통하여 사망 소식이 공식 발표되었고, 시신은 금수산기념궁전에 안치되었다.",0
2013/02/25,박근혜 정부,"박근혜(朴槿惠, 1952년 2월 2일 ~ )는 대한민국의 제18대 대통령이다.",2013/02/25 ~ 2017/03/10
2013/03/14,시진핑 중국 주석,"시진핑(습근평, 중국어 간체: 习近平, 정체: 習近平, 병음: Xí Jìnpíng, 1953년 6월 1일~ )은 현 중국공산당 중앙위원회 총서기이며 중화인민공화국의 주석이다.",2013/03/14 ~ 2028/03/14
2014/03/18,러시아의 크림반도 합병,"3월 17일에는 블라디미르 푸틴 대통령이 크림 공화국의 독립 국가 지위를 승인하였고, 3월 18일 블라디미르 푸틴 러시아 대통령과 세르게이 악쇼노프 크림 공화국 총리, 블라디미르 콘스탄티노프 크림 공화국 최고회의 의장, 알렉세이 찰리 세바스토폴 시장이 모스크바 크렘린에서 러시아와 크림 공화국 합병 조약에 서명하였다.",0
2014/11/10,"중국, 일대일로","실크로드 경제벨트와 21세기 해상실크로드 계획, 혹은 일대일로(一帶一路, One Belt and One Road, B & R)라고 부르는 이 계획은 2014년 11월 중화인민공화국에서 개최된 아시아 태평양 경제 협력체 정상 회의에서 시진핑 주석이 제창한 경제권 구상이다. 이는 중국과 중국 이외의 유라시아 국가들을 연결하고 협동하도록 하는 것에 그 목표를 두고 있다.",0
2015/09/30,러시아의 시리아 내전 개입,러시아의 시리아 내전 개입은 2015년 9월 30일 시작되었다. 러시아는 시리아 정부에 대항하는 ISIL과 다른 반군들을 향해 공습을 감행했다.,0
2016/06/23,브렉시트 국민투표,"2016년 영국 유럽 연합 회원국 국민투표(영어: United Kingdom European Union membership referendum, 2016)는 영국의 유럽 연합 탈퇴(브렉시트)를 놓고 지브롤터를 포함한 영국에서 2016년 6월 23일 실시되는 국민투표이다. 투표 결과, 찬성(탈퇴) 51.89%로 영국의 유럽 연합 탈퇴가 결정되었다.",0
2016/10/01,위안화 SDR 편입,2016년 10월 01일 중국 위안화가 국제통화기금(IMF)의 특별인출권(SDR) 구성 기반통화(바스켓)에 정식으로 편입됐다.,0
2017/01/20,트럼프 미국대통령,"도널드 존 트럼프(Donald John Trump, 1946년 6월 14일 ~ )는 미국의 기업인 출신 제45대 대통령이다.",2017/01/20 ~ 2021/01/20
2017/05/10,문재인 정부,문재인 정부(文在寅政府) 또는 더불어민주당 정부는 대한민국 제6공화국의 일곱 번째 대한민국 정부이다.,2017/05/10 ~ 2022/05/10
2018/01/22,미중무역전쟁,미국-중국 무역 전쟁은 미국과 중국 사이에 현재 진행 중인 경제 갈등이다. 사실상 패권 싸움의 시작이다.,0
2018/04/27,2018년 1차 남북정상회담,"2018년 남북정상회담은 대한민국과 조선민주주의인민공화국 간의 세 번째 정상회담이다. 2018년 4월 27일 판문점 공동경비구역 남측 구역 내에 있는 평화의 집에서 열렸으며, 대한민국의 대통령 문재인과 조선민주주의인민공화국의 국무위원장 김정은, 그리고 양측 대표단이 회담에 참석하였다.",0
2018/06/12,2018년 북미정상회담,"2018년 북미정상회담(北美頂上會談, 조선말(북): 조미수뇌상봉)은 2018년 조선민주주의인민공화국의 김정은 국무위원장이 대한민국의 정의용 국가안보실장을 통해 미국의 대통령 도널드 트럼프에게 전달한 회담 제의를 트럼프가 수락하여, 2018년 6월 12일 싱가포르에서 열린 조선민주주의인민공화국과 미국 간 정상회담이다.",0
2019/12/01,코로나19 범유행,"코로나19 범유행은 2019년 12월 중국 후베이성 우한시에서 처음 확인된 SARS-CoV-2의 감염증인 코로나바이러스감염증-19가 전 세계적으로 범유행하고 있는 일을 말한다. 세계보건기구는 2020년 1월에 국제적 공중보건 비상사태를 선언하였고, 3월에는 상태를 범유행으로 격상시켰다. 2020년 12월 21일을 기준으로 7,683만 명이상의 확진자와 169만 명 이상의 사망자가 나타났다.",0
2021/01/20,바이든 미국대통령,"조지프 로비네트 조 바이든 주니어(Joseph Robinette Joe Biden Jr. , 1942년 11월 20일 ~ )는 미국의 제46대 대통령이다. 1973년부터 2009년까지 델라웨어주 연방 상원의원으로 재직했으며, 2009년부터 2017년까지 제47대 부통령을 지냈다.",2021/01/20 ~ 2025/01/20
2021/08/30,"미국,아프가니스탄 철수","2021년 5월부터 미군이 아프간에서 철수하기 시작했고, 전쟁의 판세가 탈레반 쪽으로 넘어갔다. 미군이 철수하자마자 아프가니스탄의 주요 도시들을 탈레반이 장악하기 시작했다. 8월 12일, 아프가니스탄의 제2, 3의 도시 헤라트와 칸다하르가 탈레반에게 넘어갔고 8월 13일에는 아프가니스탄의 수도인 카불에서 가까운 거리에 있었다. 결국 8월 15일, 아프가니스탄 정부가 탈레반에게 항복하면서 탈레반은 카불에 무혈입성 했다.",0
2021/09/15,오커스,"오커스(영어: AUKUS)는 호주, 영국, 미국(Australia, United Kingdom, United States)의 삼각동맹이다.",0
2022/02/24,2022년 러시아의 우크라이나 침공,"2022년 2월 24일, 러시아는 우크라이나를 침공했다. 꾸준히 군사력을 확충하고 도네츠크 인민공화국과 루간스크 인민공화국을 독립국으로 승인한 뒤, 러시아는 2022년 2월 21일 동부 우크라이나의 돈바스 지역에 군대를 진주시켰다. 3일 뒤인 2월 24일, 러시아는 전면적인 침공을 개시했다.",0
2022/05/10,윤석열 정부,윤석열 정부(尹錫悅政府)는 2022년 3월 9일에 실시된 대한민국 제20대 대통령 선거에서 당선된 윤석열의 정부이다. 대한민국 제6공화국의 여덟 번째 대한민국 정부이다.,2022/05/10 ~ 2027/05/10
2022/11/30,ChatGPT 발표,"ChatGPT는 OpenAI가 개발한 프로토타입 대화형 인공지능 챗봇이다. ChatGPT는 대형 언어 모델 GPT-3의 개선판인 GPT-3.5를 기반으로 만들어졌으며, 지도학습과 강화학습을 모두 사용해 파인 튜닝되었다.",0
2023/10/07,2023년 이스라엘-하마스 전쟁,"2023년 이스라엘-하마스 전쟁(2023 Israel–Hamas war)은 이스라엘과 하마스가 이끄는 팔레스타인 무장 단체 간의 현재 진행 중인 충돌이다. 가자-이스라엘 분쟁의 일부로, 이 전쟁은 2023년 10월 7일 이스라엘에 대한 가자 지구의 무력 침공으로 시작되었다. 이스라엘은 반격으로 대응하며 2023년 10월 8일 하마스에 공식적으로 전쟁을 선포했다.",0
